Symbol,OMIM,Type,EntrezeID,Ensemble,description,GeneCardLink,OMIMLink
TP53,191170,gene,7157,ENSG00000141510,tumor_protein_p53,https://www.genecards.org/cgi-bin/carddisp.pl?gene=TP53,https://www.omim.org/entry/191170?highlight=TP53
